alert_id,transaction_id,alert_timestamp,alert_type,alert_score,investigation_status,confirmed_fraud_flag,investigator_id
9001552,1024122,2026-08-11 15:30:37,RISK_SCORE,27.33,OPEN,N,INV0059
9001553,1024141,2026-02-06 04:59:54,VELOCITY,47.84,OPEN,N,INV0041
9001554,1024145,2026-04-24 23:11:29,RISK_SCORE,31.82,OPEN,N,INV0057
9001555,1024167,2026-03-24 13:13:42,GEO_ANOMALY,24.63,CLOSED,N,INV0088
9001556,1024169,2026-07-27 11:43:29,HIGH_VALUE,17.34,CLOSED,N,INV0093
9001557,1024187,2026-02-17 00:53:12,VELOCITY,85.95,ESCALATED,N,INV0041
9001558,1024199,2026-05-27 08:24:01,DEVICE_MISMATCH,51.83,OPEN,Y,INV0088
9001559,1024204,2026-02-06 20:42:06,HIGH_VALUE,26.04,CLOSED,N,INV0042
9001560,1024206,2026-01-20 21:25:57,HIGH_VALUE,33.82,OPEN,Y,INV0028
9001561,1024220,2026-05-24 02:13:27,VELOCITY,34.75,OPEN,N,INV0070
9001562,1024247,2026-02-15 19:45:56,GEO_ANOMALY,68.36,CLOSED,Y,INV0096
9001563,1024278,2026-03-08 18:19:23,RISK_SCORE,25.6,CLOSED,N,INV0074
9001564,1024292,2026-04-10 03:19:20,GEO_ANOMALY,67.24,ESCALATED,N,INV0002
9001565,1024315,2026-02-02 14:44:19,RISK_SCORE,33.37,CLOSED,N,INV0057
9001566,1024379,2026-03-05 01:33:19,VELOCITY,80.59,CLOSED,N,INV0013
9001567,1024403,2026-02-27 13:15:07,VELOCITY,84.14,OPEN,N,INV0029
9001568,1024405,2026-07-11 11:28:09,HIGH_VALUE,48.8,CLOSED,N,INV0019
9001569,1024411,2026-01-24 23:19:21,DEVICE_MISMATCH,93.79,CLOSED,Y,INV0080
9001570,1024416,2026-03-22 15:52:51,RISK_SCORE,36.04,OPEN,N,INV0033
9001571,1024440,2026-03-28 03:36:38,DEVICE_MISMATCH,57.03,CLOSED,Y,INV0095
9001572,1024473,2026-07-22 06:53:35,VELOCITY,63.66,CLOSED,N,INV0080
9001573,1024475,2026-01-31 10:04:09,RISK_SCORE,42.69,CLOSED,Y,INV0058
9001574,1024485,2026-02-12 05:09:05,VELOCITY,62.27,CLOSED,N,INV0019
9001575,1024488,2026-06-29 07:35:13,VELOCITY,44.33,CLOSED,Y,INV0006
9001576,1024501,2026-04-18 06:44:15,VELOCITY,11.5,CLOSED,Y,INV0021
9001577,1024504,2026-03-26 16:16:26,GEO_ANOMALY,23.69,ESCALATED,Y,INV0054
9001578,1024525,2026-03-18 10:41:07,DEVICE_MISMATCH,51.94,OPEN,N,INV0085
9001579,1024536,2026-03-17 22:10:29,RISK_SCORE,20.38,ESCALATED,N,INV0076
9001580,1024542,2026-02-07 10:24:32,VELOCITY,50.37,CLOSED,N,INV0040
9001581,1024551,2026-03-30 20:15:53,HIGH_VALUE,42.56,CLOSED,N,INV0008
9001582,1024560,2026-07-25 11:01:49,VELOCITY,63.21,CLOSED,N,INV0060
9001583,1024563,2026-06-11 10:52:53,RISK_SCORE,25.12,ESCALATED,Y,INV0097
9001584,1024636,2026-01-14 09:55:38,DEVICE_MISMATCH,1.4,OPEN,Y,INV0028
9001585,1024655,2026-02-12 17:25:50,RISK_SCORE,59.13,CLOSED,N,INV0025
9001586,1024658,2026-08-27 02:36:13,VELOCITY,13.09,OPEN,N,INV0027
9001587,1024671,2026-02-07 02:12:51,RISK_SCORE,38.14,CLOSED,N,INV0025
9001588,1024739,2026-03-29 09:18:28,DEVICE_MISMATCH,50.86,CLOSED,N,INV0081
9001589,1024752,2026-03-06 22:41:49,DEVICE_MISMATCH,40.4,CLOSED,N,INV0092
9001590,1024765,2026-01-30 14:05:19,GEO_ANOMALY,51.05,ESCALATED,N,INV0037
9001591,1024776,2026-05-23 00:07:35,DEVICE_MISMATCH,33.03,CLOSED,N,INV0077
9001592,1024785,2026-05-20 05:22:10,GEO_ANOMALY,44.71,OPEN,N,INV0017
9001593,1024807,2026-08-13 03:42:07,DEVICE_MISMATCH,39.71,OPEN,Y,INV0009
9001594,1024816,2026-02-23 01:42:58,VELOCITY,51.58,OPEN,N,INV0031
9001595,1024826,2026-06-21 16:24:43,DEVICE_MISMATCH,31.0,CLOSED,N,INV0068
9001596,1024829,2026-01-28 11:58:13,HIGH_VALUE,52.66,CLOSED,Y,INV0088
9001597,1024852,2026-01-23 11:35:55,HIGH_VALUE,53.36,OPEN,N,INV0060
9001598,1024875,2026-05-27 21:01:10,GEO_ANOMALY,40.05,OPEN,Y,INV0003
9001599,1024885,2026-08-08 01:33:17,DEVICE_MISMATCH,43.13,CLOSED,Y,INV0029
9001600,1024918,2026-08-15 01:53:20,RISK_SCORE,25.82,CLOSED,Y,INV0072
9001601,1024926,2026-06-19 20:40:47,GEO_ANOMALY,42.38,CLOSED,N,INV0063
9001602,1024958,2026-05-27 02:52:38,HIGH_VALUE,46.9,CLOSED,N,INV0087
9001603,1024979,2026-03-12 01:58:04,GEO_ANOMALY,40.94,ESCALATED,N,INV0036
9001604,1024980,2026-07-17 06:30:45,VELOCITY,58.75,OPEN,N,INV0092
9001605,1024998,2026-08-10 13:03:50,DEVICE_MISMATCH,84.84,CLOSED,N,INV0077
9001606,1025002,2026-04-06 12:41:29,VELOCITY,40.54,ESCALATED,Y,INV0066
9001607,1025021,2026-06-10 02:47:26,GEO_ANOMALY,70.78,ESCALATED,Y,INV0082
9001608,1025030,2026-07-05 01:17:13,VELOCITY,80.85,CLOSED,N,INV0075
9001609,1025033,2026-07-06 06:41:23,DEVICE_MISMATCH,67.96,CLOSED,Y,INV0051
9001610,1025035,2026-03-29 04:18:24,VELOCITY,78.38,CLOSED,Y,INV0024
9001611,1025044,2026-01-06 20:00:06,GEO_ANOMALY,68.04,OPEN,N,INV0047
9001612,1025048,2026-02-14 06:29:18,RISK_SCORE,19.2,OPEN,N,INV0060
9001613,1025053,2026-03-30 19:11:10,VELOCITY,70.63,CLOSED,N,INV0008
9001614,1025060,2026-08-03 14:26:30,DEVICE_MISMATCH,60.56,ESCALATED,Y,INV0051
9001615,1025063,2026-02-18 13:00:11,RISK_SCORE,33.7,OPEN,N,INV0031
9001616,1025064,2026-04-19 19:53:28,VELOCITY,18.53,CLOSED,N,INV0010
9001617,1025081,2026-08-08 18:50:26,DEVICE_MISMATCH,18.11,OPEN,N,INV0025
9001618,1025102,2026-07-30 01:35:02,VELOCITY,44.35,CLOSED,Y,INV0069
9001619,1025122,2026-02-07 17:01:52,HIGH_VALUE,40.6,ESCALATED,N,INV0073
9001620,1025139,2026-07-07 17:39:55,RISK_SCORE,68.52,CLOSED,N,INV0045
9001621,1025164,2026-01-14 10:48:07,HIGH_VALUE,68.57,CLOSED,Y,INV0029
9001622,1025166,2026-04-24 15:40:48,GEO_ANOMALY,40.13,CLOSED,N,INV0035
9001623,1025180,2026-07-26 07:06:45,DEVICE_MISMATCH,79.2,CLOSED,Y,INV0002
9001624,1025184,2026-05-10 02:10:50,GEO_ANOMALY,37.38,CLOSED,N,INV0088
9001625,1025238,2026-05-22 06:04:59,DEVICE_MISMATCH,68.01,CLOSED,N,INV0085
9001626,1025243,2026-03-26 06:01:53,GEO_ANOMALY,63.68,OPEN,N,INV0100
9001627,1025256,2026-04-27 16:50:34,HIGH_VALUE,40.86,OPEN,Y,INV0046
9001628,1025258,2026-06-26 10:34:05,DEVICE_MISMATCH,33.48,ESCALATED,Y,INV0024
9001629,1025266,2026-05-23 20:46:36,GEO_ANOMALY,24.93,OPEN,N,INV0047
9001630,1025267,2026-06-02 09:18:30,RISK_SCORE,24.25,CLOSED,N,INV0032
9001631,1025282,2026-07-14 01:27:54,RISK_SCORE,67.07,CLOSED,Y,INV0018
9001632,1025286,2026-06-22 19:58:52,GEO_ANOMALY,21.04,OPEN,N,INV0062
9001633,1025288,2026-05-29 05:49:38,RISK_SCORE,69.32,CLOSED,N,INV0065
9001634,1025302,2026-03-11 19:38:20,HIGH_VALUE,28.81,CLOSED,N,INV0011
9001635,1025303,2026-04-15 12:03:07,HIGH_VALUE,57.63,CLOSED,Y,INV0034
9001636,1025314,2026-05-14 07:26:16,RISK_SCORE,77.37,CLOSED,N,INV0072
9001637,1025317,2026-08-17 19:32:40,GEO_ANOMALY,30.9,CLOSED,N,INV0077
9001638,1025322,2026-02-07 18:57:39,GEO_ANOMALY,48.85,OPEN,N,INV0072
9001639,1025330,2026-05-28 11:00:22,VELOCITY,37.34,ESCALATED,N,INV0056
9001640,1025334,2026-06-01 08:34:54,DEVICE_MISMATCH,55.94,CLOSED,N,INV0007
9001641,1025352,2026-04-25 20:34:49,GEO_ANOMALY,34.31,CLOSED,N,INV0093
9001642,1025359,2026-01-18 08:02:21,VELOCITY,38.0,OPEN,N,INV0080
9001643,1025360,2026-05-14 10:16:30,VELOCITY,25.63,CLOSED,N,INV0028
9001644,1025371,2026-07-02 22:00:51,GEO_ANOMALY,51.11,CLOSED,N,INV0051
9001645,1025374,2026-05-19 11:18:39,HIGH_VALUE,50.69,CLOSED,N,INV0049
9001646,1025375,2026-02-10 07:34:27,RISK_SCORE,55.28,ESCALATED,N,INV0023
9001647,1025377,2026-04-01 00:12:16,DEVICE_MISMATCH,31.92,OPEN,N,INV0001
9001648,1025387,2026-04-19 19:04:59,DEVICE_MISMATCH,57.36,OPEN,Y,INV0011
9001649,1025388,2026-06-22 22:00:15,VELOCITY,82.5,OPEN,Y,INV0005
9001650,1025398,2026-06-05 15:13:16,RISK_SCORE,51.45,CLOSED,N,INV0038
9001651,1025406,2026-08-22 05:30:19,RISK_SCORE,32.2,CLOSED,Y,INV0033
9001652,1025418,2026-07-06 17:16:04,HIGH_VALUE,60.41,OPEN,N,INV0087
9001653,1025431,2026-02-15 12:31:22,VELOCITY,17.39,OPEN,N,INV0090
9001654,1025464,2026-05-03 22:46:05,RISK_SCORE,60.39,OPEN,Y,INV0048
9001655,1025475,2026-07-06 15:58:55,VELOCITY,44.33,OPEN,N,INV0085
9001656,1025487,2026-04-27 03:22:59,RISK_SCORE,30.92,OPEN,N,INV0004
9001657,1025510,2026-05-30 17:22:56,GEO_ANOMALY,43.08,OPEN,N,INV0086
9001658,1025517,2026-05-21 05:52:09,RISK_SCORE,45.81,OPEN,Y,INV0076
9001659,1025519,2026-02-09 11:53:28,HIGH_VALUE,46.97,CLOSED,Y,INV0030
9001660,1025560,2026-05-03 06:45:16,VELOCITY,44.35,CLOSED,N,INV0069
9001661,1025589,2026-08-14 07:18:51,HIGH_VALUE,49.94,CLOSED,N,INV0062
9001662,1025599,2026-07-16 11:52:58,DEVICE_MISMATCH,39.37,OPEN,N,INV0026
9001663,1025608,2026-06-15 13:53:16,DEVICE_MISMATCH,43.16,CLOSED,Y,INV0043
9001664,1025646,2026-07-15 11:46:40,GEO_ANOMALY,68.79,CLOSED,N,INV0051
9001665,1025666,2026-06-13 08:42:46,GEO_ANOMALY,32.95,CLOSED,N,INV0022
9001666,1025669,2026-03-30 14:38:45,RISK_SCORE,30.46,CLOSED,Y,INV0020
9001667,1025679,2026-04-23 12:47:20,GEO_ANOMALY,39.53,ESCALATED,Y,INV0004
9001668,1025692,2026-07-31 09:13:38,HIGH_VALUE,67.92,OPEN,N,INV0030
9001669,1025700,2026-07-23 20:51:53,VELOCITY,60.32,OPEN,N,INV0002
9001670,1025705,2026-03-27 13:22:12,DEVICE_MISMATCH,90.7,CLOSED,N,INV0027
9001671,1025726,2026-08-25 21:34:54,HIGH_VALUE,56.37,OPEN,N,INV0015
9001672,1025771,2026-02-18 03:13:09,HIGH_VALUE,20.01,CLOSED,N,INV0078
9001673,1025784,2026-04-30 13:38:12,RISK_SCORE,52.14,OPEN,N,INV0048
9001674,1025789,2026-05-07 13:29:37,DEVICE_MISMATCH,52.63,CLOSED,N,INV0080
9001675,1025790,2026-01-18 04:21:53,GEO_ANOMALY,49.37,OPEN,N,INV0080
9001676,1025792,2026-08-15 19:36:43,VELOCITY,16.31,OPEN,N,INV0088
9001677,1025827,2026-08-01 18:36:59,RISK_SCORE,92.58,ESCALATED,N,INV0046
9001678,1025856,2026-07-03 21:17:07,HIGH_VALUE,2.78,ESCALATED,Y,INV0074
9001679,1025869,2026-01-16 09:20:16,RISK_SCORE,44.51,CLOSED,N,INV0059
9001680,1025876,2026-01-01 06:02:35,VELOCITY,43.17,CLOSED,Y,INV0082
9001681,1025888,2026-01-14 18:41:37,RISK_SCORE,51.67,CLOSED,N,INV0053
9001682,1025969,2026-08-28 02:18:05,VELOCITY,66.12,OPEN,N,INV0060
9001683,1025977,2026-07-27 12:05:05,DEVICE_MISMATCH,61.92,OPEN,N,INV0055
9001684,1025979,2026-07-02 13:52:14,RISK_SCORE,34.88,OPEN,Y,INV0046
9001685,1025987,2026-08-10 01:49:35,RISK_SCORE,54.78,CLOSED,N,INV0092
9001686,1026034,2026-05-16 00:04:19,HIGH_VALUE,17.84,OPEN,N,INV0071
9001687,1026055,2026-02-18 09:49:32,VELOCITY,33.9,CLOSED,N,INV0092
9001688,1026077,2026-04-24 13:05:13,GEO_ANOMALY,61.16,OPEN,Y,INV0014
9001689,1026118,2026-08-02 09:55:53,HIGH_VALUE,31.19,OPEN,N,INV0007
9001690,1026125,2026-01-16 05:05:35,HIGH_VALUE,58.77,CLOSED,N,INV0013
9001691,1026132,2026-01-05 23:04:49,DEVICE_MISMATCH,74.15,CLOSED,N,INV0018
9001692,1026155,2026-06-11 10:42:25,VELOCITY,29.73,OPEN,N,INV0053
9001693,1026171,2026-06-23 03:15:57,HIGH_VALUE,66.87,CLOSED,N,INV0095
9001694,1026172,2026-06-17 23:25:41,DEVICE_MISMATCH,46.8,OPEN,Y,INV0009
9001695,1026187,2026-08-02 15:49:19,RISK_SCORE,61.19,ESCALATED,N,INV0073
9001696,1026234,2026-03-08 03:31:14,VELOCITY,74.62,OPEN,N,INV0082
9001697,1026291,2026-03-23 05:49:47,GEO_ANOMALY,40.53,OPEN,N,INV0030
9001698,1026322,2026-03-03 16:22:16,RISK_SCORE,53.76,CLOSED,N,INV0068
9001699,1026340,2026-03-23 23:08:32,GEO_ANOMALY,49.19,OPEN,N,INV0074
9001700,1026351,2026-06-06 17:47:13,VELOCITY,48.4,OPEN,N,INV0020
9001701,1026362,2026-05-16 22:55:45,VELOCITY,28.67,CLOSED,N,INV0065
9001702,1026377,2026-07-23 07:50:03,GEO_ANOMALY,57.75,CLOSED,N,INV0066
9001703,1026395,2026-03-03 15:51:41,RISK_SCORE,50.87,CLOSED,Y,INV0044
9001704,1026403,2026-04-12 13:16:41,VELOCITY,23.51,CLOSED,N,INV0099
9001705,1026418,2026-08-28 04:03:35,GEO_ANOMALY,27.44,CLOSED,N,INV0100
9001706,1026426,2026-02-03 18:18:17,HIGH_VALUE,76.78,OPEN,Y,INV0056
9001707,1026436,2026-03-17 10:37:48,VELOCITY,36.38,OPEN,N,INV0010
9001708,1026445,2026-08-27 20:10:10,DEVICE_MISMATCH,59.58,CLOSED,N,INV0070
9001709,1026457,2026-03-18 02:10:51,HIGH_VALUE,70.25,CLOSED,N,INV0081
9001710,1026472,2026-07-27 08:32:47,HIGH_VALUE,79.01,ESCALATED,N,INV0003
9001711,1026482,2026-05-13 20:06:25,DEVICE_MISMATCH,43.27,OPEN,N,INV0050
9001712,1026491,2026-02-20 18:18:06,GEO_ANOMALY,35.46,CLOSED,N,INV0064
9001713,1026507,2026-01-04 11:26:07,HIGH_VALUE,31.93,ESCALATED,N,INV0032
9001714,1026535,2026-07-05 04:20:44,VELOCITY,32.6,OPEN,N,INV0089
9001715,1026564,2026-06-19 03:30:26,HIGH_VALUE,47.36,OPEN,N,INV0010
9001716,1026566,2026-07-08 16:44:04,RISK_SCORE,40.22,CLOSED,N,INV0036
9001717,1026571,2026-07-24 11:03:43,DEVICE_MISMATCH,15.28,CLOSED,N,INV0047
9001718,1026594,2026-03-25 12:10:25,HIGH_VALUE,40.41,OPEN,N,INV0020
9001719,1026600,2026-07-25 18:35:35,VELOCITY,69.06,CLOSED,N,INV0067
9001720,1026639,2026-01-28 10:26:05,RISK_SCORE,35.42,CLOSED,Y,INV0030
9001721,1026648,2026-02-15 13:22:20,GEO_ANOMALY,19.95,ESCALATED,Y,INV0015
9001722,1026657,2026-06-08 01:14:11,GEO_ANOMALY,55.4,CLOSED,N,INV0043
9001723,1026666,2026-05-27 13:53:04,GEO_ANOMALY,60.95,ESCALATED,N,INV0002
9001724,1026671,2026-03-17 18:20:17,GEO_ANOMALY,40.28,CLOSED,N,INV0080
9001725,1026681,2026-05-29 00:34:58,VELOCITY,40.55,OPEN,Y,INV0083
9001726,1026691,2026-05-30 22:03:31,HIGH_VALUE,46.88,CLOSED,Y,INV0095
9001727,1026707,2026-03-11 02:54:09,DEVICE_MISMATCH,49.83,OPEN,Y,INV0063
9001728,1026744,2026-06-08 13:41:35,HIGH_VALUE,81.53,OPEN,Y,INV0031
9001729,1026748,2026-07-24 12:42:09,RISK_SCORE,20.33,CLOSED,N,INV0045
9001730,1026777,2026-02-27 23:14:40,HIGH_VALUE,43.6,ESCALATED,N,INV0006
9001731,1026788,2026-04-16 17:06:33,HIGH_VALUE,47.54,CLOSED,N,INV0096
9001732,1026806,2026-01-01 12:28:54,RISK_SCORE,46.87,CLOSED,N,INV0085
9001733,1026807,2026-04-03 12:54:05,GEO_ANOMALY,28.55,OPEN,N,INV0022
9001734,1026834,2026-06-25 07:42:31,RISK_SCORE,59.56,ESCALATED,N,INV0002
9001735,1026848,2026-07-26 15:30:53,HIGH_VALUE,28.3,OPEN,N,INV0023
9001736,1026863,2026-07-18 03:02:12,DEVICE_MISMATCH,24.13,OPEN,N,INV0069
9001737,1026881,2026-03-21 23:31:31,RISK_SCORE,48.06,CLOSED,Y,INV0001
9001738,1026899,2026-03-04 01:56:23,HIGH_VALUE,65.65,OPEN,N,INV0059
9001739,1026901,2026-08-25 06:41:04,HIGH_VALUE,100.0,CLOSED,N,INV0098
9001740,1026905,2026-04-02 14:13:46,RISK_SCORE,44.11,CLOSED,N,INV0077
9001741,1026944,2026-02-14 14:51:35,RISK_SCORE,63.31,CLOSED,N,INV0100
9001742,1026983,2026-06-25 20:20:14,GEO_ANOMALY,20.88,CLOSED,N,INV0059
9001743,1026996,2026-04-19 23:52:43,HIGH_VALUE,41.38,OPEN,N,INV0088
9001744,1027003,2026-05-02 21:41:54,DEVICE_MISMATCH,33.66,CLOSED,N,INV0051
9001745,1027022,2026-07-09 07:36:47,VELOCITY,43.24,OPEN,N,INV0037
9001746,1027061,2026-07-28 05:30:33,RISK_SCORE,61.45,CLOSED,Y,INV0010
9001747,1027078,2026-01-16 00:52:33,RISK_SCORE,76.88,CLOSED,N,INV0031
9001748,1027096,2026-08-04 23:07:01,VELOCITY,49.81,CLOSED,N,INV0006
9001749,1027113,2026-06-30 20:42:41,HIGH_VALUE,14.98,OPEN,Y,INV0003
9001750,1027160,2026-04-07 17:33:18,HIGH_VALUE,87.06,CLOSED,N,INV0048
9001751,1027174,2026-04-26 08:51:55,VELOCITY,31.96,CLOSED,N,INV0049
9001752,1027190,2026-07-13 18:07:30,DEVICE_MISMATCH,44.52,CLOSED,N,INV0050
9001753,1027200,2026-04-26 14:18:57,DEVICE_MISMATCH,28.29,CLOSED,N,INV0076
9001754,1027234,2026-04-05 03:03:31,RISK_SCORE,59.44,CLOSED,N,INV0097
9001755,1027260,2026-02-06 05:52:03,DEVICE_MISMATCH,16.27,CLOSED,N,INV0039
9001756,1027290,2026-02-06 03:36:01,DEVICE_MISMATCH,35.97,OPEN,N,INV0031
9001757,1027291,2026-08-15 00:02:37,DEVICE_MISMATCH,52.98,OPEN,N,INV0063
9001758,1027294,2026-05-09 17:34:30,HIGH_VALUE,18.54,OPEN,N,INV0056
9001759,1027295,2026-03-19 22:08:19,RISK_SCORE,28.11,OPEN,N,INV0066
9001760,1027311,2026-01-06 05:11:26,VELOCITY,24.11,CLOSED,Y,INV0041
9001761,1027365,2026-02-12 05:41:21,RISK_SCORE,70.41,CLOSED,N,INV0059
9001762,1027381,2026-06-27 23:28:27,RISK_SCORE,50.92,ESCALATED,N,INV0094
9001763,1027390,2026-03-07 03:52:17,VELOCITY,52.89,OPEN,Y,INV0014
9001764,1027408,2026-01-18 08:42:13,RISK_SCORE,37.83,CLOSED,N,INV0044
9001765,1027410,2026-06-18 06:16:27,GEO_ANOMALY,15.75,CLOSED,N,INV0016
9001766,1027429,2026-03-26 13:26:29,DEVICE_MISMATCH,48.79,OPEN,N,INV0025
9001767,1027467,2026-04-16 09:12:50,RISK_SCORE,47.09,CLOSED,Y,INV0044
9001768,1027472,2026-05-23 21:53:26,RISK_SCORE,18.6,OPEN,N,INV0051
9001769,1027491,2026-08-02 16:05:46,GEO_ANOMALY,13.0,CLOSED,N,INV0060
9001770,1027534,2026-07-27 14:52:14,GEO_ANOMALY,27.3,OPEN,Y,INV0066
9001771,1027551,2026-08-22 00:58:17,DEVICE_MISMATCH,0.99,CLOSED,N,INV0098
9001772,1027569,2026-08-14 03:24:26,RISK_SCORE,8.3,CLOSED,Y,INV0017
9001773,1027579,2026-05-28 23:39:06,VELOCITY,78.98,ESCALATED,N,INV0037
9001774,1027585,2026-01-08 15:01:12,RISK_SCORE,61.95,CLOSED,N,INV0058
9001775,1027589,2026-06-18 13:24:50,GEO_ANOMALY,47.41,CLOSED,N,INV0079
9001776,1027598,2026-08-06 19:37:29,HIGH_VALUE,62.43,CLOSED,N,INV0004
9001777,1027627,2026-02-24 11:32:05,RISK_SCORE,29.36,CLOSED,N,INV0007
9001778,1027636,2026-03-03 17:49:30,GEO_ANOMALY,18.31,OPEN,N,INV0090
9001779,1027662,2026-08-17 07:19:58,GEO_ANOMALY,18.04,CLOSED,Y,INV0097
9001780,1027689,2026-05-29 06:13:29,GEO_ANOMALY,68.03,CLOSED,Y,INV0057
9001781,1027707,2026-06-05 11:03:41,VELOCITY,42.51,CLOSED,N,INV0033
9001782,1027709,2026-08-26 01:59:56,VELOCITY,51.12,CLOSED,N,INV0097
9001783,1027722,2026-06-19 05:35:32,RISK_SCORE,21.77,CLOSED,N,INV0063
9001784,1027758,2026-08-05 04:25:14,HIGH_VALUE,24.37,OPEN,N,INV0025
9001785,1027763,2026-07-24 12:09:15,VELOCITY,51.49,CLOSED,Y,INV0017
9001786,1027765,2026-07-12 09:29:17,RISK_SCORE,51.02,CLOSED,Y,INV0084
9001787,1027818,2026-08-19 07:46:04,GEO_ANOMALY,37.84,ESCALATED,Y,INV0069
9001788,1027835,2026-01-27 19:08:12,DEVICE_MISMATCH,31.01,CLOSED,N,INV0023
9001789,1027855,2026-07-30 08:26:11,RISK_SCORE,62.42,CLOSED,N,INV0094
9001790,1027863,2026-08-05 08:37:05,VELOCITY,86.2,OPEN,Y,INV0032
9001791,1027867,2026-02-07 12:47:39,RISK_SCORE,26.97,CLOSED,N,INV0013
9001792,1027869,2026-01-10 23:15:20,HIGH_VALUE,23.97,CLOSED,N,INV0026
9001793,1027906,2026-04-06 16:30:22,VELOCITY,14.06,CLOSED,N,INV0009
9001794,1027911,2026-03-26 22:22:56,RISK_SCORE,25.67,CLOSED,N,INV0060
9001795,1027935,2026-05-23 20:51:02,GEO_ANOMALY,38.56,CLOSED,N,INV0009
9001796,1027939,2026-01-21 04:47:39,HIGH_VALUE,44.37,CLOSED,N,INV0068
9001797,1027956,2026-05-10 14:57:55,GEO_ANOMALY,81.13,OPEN,N,INV0024
9001798,1027969,2026-07-27 06:08:16,HIGH_VALUE,54.87,OPEN,N,INV0073
9001799,1028007,2026-02-15 08:49:15,RISK_SCORE,66.02,OPEN,Y,INV0097
9001800,1028009,2026-08-27 14:00:03,DEVICE_MISMATCH,25.44,OPEN,N,INV0026
9001801,1028042,2026-08-28 18:26:11,GEO_ANOMALY,59.52,CLOSED,Y,INV0049
9001802,1028046,2026-02-05 04:02:42,HIGH_VALUE,42.34,CLOSED,N,INV0009
9001803,1028097,2026-05-24 06:43:59,RISK_SCORE,31.65,CLOSED,N,INV0077
9001804,1028101,2026-07-28 05:01:34,RISK_SCORE,19.06,CLOSED,N,INV0075
9001805,1028105,2026-03-06 17:31:44,HIGH_VALUE,56.18,CLOSED,Y,INV0060
9001806,1028117,2026-03-03 11:33:09,VELOCITY,77.55,CLOSED,N,INV0078
9001807,1028145,2026-06-26 01:14:16,VELOCITY,69.29,CLOSED,N,INV0038
9001808,1028165,2026-04-22 23:22:36,VELOCITY,46.66,OPEN,N,INV0009
9001809,1028168,2026-06-30 05:44:06,VELOCITY,49.32,CLOSED,N,INV0017
9001810,1028175,2026-07-13 05:35:25,DEVICE_MISMATCH,50.69,CLOSED,Y,INV0067
9001811,1028212,2026-05-02 01:05:52,GEO_ANOMALY,44.66,CLOSED,Y,INV0028
9001812,1028226,2026-02-18 07:23:45,GEO_ANOMALY,51.65,CLOSED,N,INV0088
9001813,1028237,2026-03-23 04:03:34,DEVICE_MISMATCH,48.43,CLOSED,N,INV0097
9001814,1028253,2026-02-23 09:16:32,VELOCITY,41.7,ESCALATED,N,INV0075
9001815,1028279,2026-07-15 12:12:40,GEO_ANOMALY,70.46,CLOSED,N,INV0068
9001816,1028285,2026-05-08 06:46:04,RISK_SCORE,68.48,CLOSED,Y,INV0054
9001817,1028334,2026-06-30 15:13:21,RISK_SCORE,50.03,OPEN,N,INV0028
9001818,1028368,2026-05-06 22:04:34,RISK_SCORE,67.82,OPEN,Y,INV0062
9001819,1028369,2026-01-15 12:27:29,HIGH_VALUE,41.48,CLOSED,N,INV0004
9001820,1028372,2026-04-14 10:52:33,HIGH_VALUE,73.41,CLOSED,N,INV0007
9001821,1028382,2026-02-13 14:17:25,DEVICE_MISMATCH,31.36,CLOSED,N,INV0096
9001822,1028391,2026-06-25 16:47:41,GEO_ANOMALY,88.06,CLOSED,N,INV0061
9001823,1028405,2026-06-29 21:01:22,GEO_ANOMALY,37.16,CLOSED,N,INV0071
9001824,1028428,2026-02-18 01:46:30,VELOCITY,9.74,OPEN,N,INV0071
9001825,1028448,2026-06-05 22:03:48,VELOCITY,61.09,CLOSED,Y,INV0009
9001826,1028453,2026-05-12 17:46:01,DEVICE_MISMATCH,66.48,OPEN,N,INV0060
9001827,1028454,2026-07-01 14:28:58,HIGH_VALUE,33.09,CLOSED,N,INV0012
9001828,1028458,2026-02-24 08:41:23,HIGH_VALUE,71.18,ESCALATED,Y,INV0037
9001829,1028471,2026-08-24 23:55:43,GEO_ANOMALY,56.95,OPEN,N,INV0057
9001830,1028489,2026-01-04 10:07:58,GEO_ANOMALY,34.16,CLOSED,N,INV0029
9001831,1028495,2026-04-07 01:56:24,HIGH_VALUE,53.38,ESCALATED,N,INV0053
9001832,1028500,2026-05-08 20:13:36,VELOCITY,58.47,OPEN,N,INV0069
9001833,1028503,2026-04-23 05:39:01,VELOCITY,7.68,CLOSED,Y,INV0061
9001834,1028520,2026-03-12 04:30:16,RISK_SCORE,84.14,CLOSED,N,INV0010
9001835,1028528,2026-08-22 09:37:24,HIGH_VALUE,30.2,CLOSED,N,INV0065
9001836,1028532,2026-01-21 18:09:53,HIGH_VALUE,51.55,OPEN,N,INV0080
9001837,1028534,2026-04-25 14:10:35,RISK_SCORE,14.05,CLOSED,N,INV0029
9001838,1028546,2026-07-14 21:45:33,DEVICE_MISMATCH,66.92,OPEN,N,INV0045
9001839,1028547,2026-02-02 19:33:13,RISK_SCORE,38.03,CLOSED,N,INV0026
9001840,1028621,2026-07-02 20:16:33,HIGH_VALUE,15.61,OPEN,N,INV0061
9001841,1028632,2026-06-15 09:30:07,DEVICE_MISMATCH,39.42,CLOSED,N,INV0095
9001842,1028638,2026-01-19 17:36:27,GEO_ANOMALY,11.28,OPEN,N,INV0078
