transaction_id,account_id,merchant_id,branch_id,transaction_date,amount,currency,channel,payment_type,status,failure_reason,processing_time_sec,device_id,ip_risk_score,transaction_risk_score,feature_version
1028753,507400,M0133,B020,2026-05-30 07:26:13,5265.75,INR,UPI,P2M,SUCCESS,,5.12,D0002633,32.16,60.29,NEW
1028754,503203,M0246,B010,2026-07-20 18:52:51,819.14,INR,NETBANKING,P2P,SUCCESS,,6.5,D0010994,57.54,46.34,OLD
1028755,506996,M0108,B008,2026-04-18 05:47:51,2180.3,INR,UPI,P2M,SUCCESS,,5.3,D0006443,29.03,57.74,NEW
1028756,502574,M0151,B014,2026-07-09 20:58:04,2321.17,INR,WALLET,P2M,FAILED,NETWORK_ERROR,4.39,D0010906,49.22,46.0,OLD
1028757,500868,M0302,B001,2026-01-07 19:47:35,2053.26,INR,UPI,P2M,SUCCESS,,5.12,D0014559,42.25,59.62,NEW
1028758,507249,M0483,B012,2026-05-24 09:34:25,14424.46,INR,CARD,P2M,SUCCESS,,6.05,D0006802,31.97,36.32,OLD
1028759,507611,M0224,B014,2026-08-14 08:55:38,5903.16,INR,UPI,BILLPAY,SUCCESS,,3.73,D0002282,42.14,37.69,NEW
1028760,510563,M0372,B013,2026-08-09 03:41:50,8918.84,INR,NETBANKING,P2P,SUCCESS,,5.62,D0000279,25.06,12.97,OLD
1028761,507145,M0003,B002,2026-06-06 18:29:34,10892.79,INR,CARD,P2M,SUCCESS,,6.36,D0012797,0.0,62.15,NEW
1028762,504561,M0422,B010,2026-05-22 00:16:00,1624.85,INR,CARD,BILLPAY,SUCCESS,,6.39,D0007628,29.62,36.0,OLD
1028763,509534,M0302,B007,2026-04-19 21:21:32,2717.53,INR,NETBANKING,P2M,FAILED,INSUFFICIENT_FUNDS,7.42,D0002619,28.53,59.84,NEW
1028764,502264,M0242,B003,2026-07-02 23:28:33,1003.96,INR,UPI,P2P,SUCCESS,,6.2,D0004416,5.65,62.26,OLD
1028765,505055,M0435,B018,2026-07-09 03:02:39,610.68,INR,UPI,BILLPAY,SUCCESS,,4.7,D0003469,53.92,52.71,NEW
1028766,504906,M0404,B006,2026-05-15 21:56:57,2926.5,INR,UPI,BILLPAY,SUCCESS,,3.82,D0006136,22.6,25.42,NEW
1028767,507724,M0158,B016,2026-05-26 09:56:19,23871.44,INR,WALLET,P2M,SUCCESS,,4.83,D0010787,30.86,38.14,OLD
1028768,501226,M0042,B019,2026-07-28 23:55:57,478.55,INR,WALLET,P2M,SUCCESS,,5.02,D0006684,15.33,48.06,NEW
1028769,505239,M0179,B007,2026-01-26 03:04:09,5275.49,INR,UPI,P2M,SUCCESS,,3.8,D0008807,29.18,26.41,NEW
1028770,512320,M0177,B019,2026-04-30 08:16:57,609.71,INR,NETBANKING,P2M,SUCCESS,,6.09,D0007580,28.69,31.22,OLD
1028771,503820,M0331,B019,2026-02-26 05:08:13,1900.46,INR,CARD,P2M,SUCCESS,,5.81,D0008987,34.94,53.48,OLD
1028772,510059,M0047,B018,2026-01-24 09:07:20,2141.78,INR,NETBANKING,P2M,SUCCESS,,4.27,D0006608,38.61,13.82,OLD
1028773,511678,M0216,B005,2026-08-25 21:51:24,1155.27,INR,UPI,P2P,SUCCESS,,4.47,D0001802,37.34,65.17,NEW
1028774,510211,M0329,B011,2026-05-13 12:27:48,2225.49,INR,WALLET,BILLPAY,SUCCESS,,3.98,D0007863,40.71,41.69,OLD
1028775,502968,M0122,B010,2026-03-03 09:45:33,1899.01,INR,UPI,P2M,SUCCESS,,3.86,D0010721,17.16,39.57,NEW
1028776,513679,M0116,B020,2026-01-25 17:58:33,3280.12,INR,WALLET,P2P,SUCCESS,,5.93,D0009392,17.43,27.79,NEW
1028777,505390,M0123,B010,2026-03-09 05:24:27,5827.1,INR,UPI,P2M,SUCCESS,,5.02,D0011442,72.51,37.64,NEW
1028778,500384,M0341,B012,2026-08-10 07:00:16,942.07,INR,NETBANKING,BILLPAY,SUCCESS,,7.2,D0001380,0.0,63.16,NEW
1028779,514932,M0448,B004,2026-08-13 04:52:24,580.97,INR,NETBANKING,P2M,SUCCESS,,3.41,D0012190,47.15,0.0,OLD
1028780,510475,M0404,B007,2026-06-13 07:00:38,3485.14,INR,UPI,P2P,SUCCESS,,5.64,D0006909,30.74,30.15,NEW
1028781,513866,M0094,B007,2026-04-09 20:40:46,6297.47,INR,UPI,P2P,SUCCESS,,6.7,D0003375,32.12,33.93,OLD
1028782,510034,M0122,B010,2026-05-03 10:34:53,5517.51,INR,CARD,BILLPAY,SUCCESS,,5.68,D0004189,14.9,7.4,NEW
1028783,500727,M0284,B015,2026-06-25 02:56:40,15673.01,INR,NETBANKING,P2P,SUCCESS,,6.27,D0010066,36.9,25.97,OLD
1028784,504445,M0399,B001,2026-06-26 13:56:20,5538.54,INR,UPI,P2M,SUCCESS,,5.46,D0003743,0.0,41.24,NEW
1028785,502487,M0317,B011,2026-01-12 02:26:31,1717.94,INR,UPI,BILLPAY,SUCCESS,,4.64,D0009187,22.46,31.65,NEW
1028786,505947,M0020,B018,2026-06-10 16:43:23,1615.52,INR,UPI,P2M,SUCCESS,,3.74,D0003707,37.99,48.55,NEW
1028787,513740,M0163,B013,2026-02-08 04:39:40,3755.26,INR,CARD,BILLPAY,SUCCESS,,6.35,D0013808,6.92,26.52,NEW
1028788,511061,M0314,B006,2026-06-25 22:54:14,770.31,INR,CARD,P2M,SUCCESS,,4.98,D0000811,0.0,42.99,OLD
1028789,510078,M0342,B008,2026-04-25 21:00:41,5808.05,INR,NETBANKING,P2M,SUCCESS,,6.79,D0001030,43.09,45.23,OLD
1028790,506480,M0032,B003,2026-01-27 18:30:55,617.35,INR,UPI,BILLPAY,SUCCESS,,4.53,D0007341,37.05,43.68,NEW
1028791,510734,M0096,B009,2026-08-01 17:40:21,7393.0,INR,CARD,P2P,SUCCESS,,5.09,D0011872,5.57,60.11,OLD
1028792,510710,M0357,B020,2026-08-24 01:46:28,1530.12,INR,UPI,P2M,SUCCESS,,5.41,D0005684,21.95,6.05,OLD
1028793,504218,M0298,B017,2026-03-12 10:57:48,6099.66,INR,CARD,P2P,SUCCESS,,15.45,D0013408,33.14,40.4,OLD
1028794,503438,M0454,B008,2026-05-02 08:26:29,1780.21,INR,NETBANKING,P2M,SUCCESS,,5.72,D0012214,41.35,13.37,NEW
1028795,508143,M0488,B002,2026-08-16 05:25:09,5847.93,INR,UPI,P2P,SUCCESS,,6.05,D0009952,42.13,45.92,OLD
1028796,503127,M0165,B003,2026-02-12 17:46:03,6005.25,INR,CARD,P2P,SUCCESS,,4.61,D0011970,7.0,12.36,NEW
1028797,501252,M0347,B005,2026-07-03 00:47:15,8383.27,INR,CARD,P2P,SUCCESS,,5.97,D0007677,19.88,58.38,NEW
1028798,512994,M0102,B016,2026-07-20 08:07:08,1809.98,INR,UPI,P2M,SUCCESS,,4.03,D0005056,42.05,10.89,NEW
1028799,504869,M0177,B001,2026-08-06 17:01:12,5088.16,INR,NETBANKING,P2M,SUCCESS,,5.81,D0011241,44.24,46.89,OLD
1028800,505887,M0150,B006,2026-07-27 21:39:09,9300.71,INR,UPI,P2P,SUCCESS,,5.43,D0003810,5.13,29.36,OLD
1028801,508970,M0493,B018,2026-01-16 15:34:15,868.24,INR,UPI,P2M,PENDING,,4.53,D0014582,33.68,54.28,OLD
1028802,504437,M0181,B014,2026-02-19 19:22:16,7958.91,INR,CARD,P2P,SUCCESS,,5.53,D0006014,26.65,14.14,OLD
1028803,500518,M0151,B018,2026-07-02 11:06:47,924.82,INR,CARD,P2M,SUCCESS,,5.36,D0006385,0.0,49.9,NEW
1028804,509071,M0167,B009,2026-07-07 05:00:12,1224.93,INR,UPI,P2M,SUCCESS,,4.64,D0010992,21.16,30.81,NEW
1028805,500581,M0193,B005,2026-03-01 03:33:53,1224.84,INR,NETBANKING,P2M,SUCCESS,,5.57,D0013336,27.49,27.62,NEW
1028806,505901,M0072,B010,2026-07-07 05:19:55,7667.87,INR,CARD,P2M,SUCCESS,,3.96,D0011232,0.0,18.67,NEW
1028807,512321,M0142,B004,2026-04-26 08:29:24,3215.39,INR,CARD,P2P,SUCCESS,,6.67,D0005674,13.58,27.81,NEW
1028808,500834,M0263,B001,2026-04-23 16:28:43,9309.87,INR,CARD,P2M,SUCCESS,,4.14,D0012702,37.71,19.02,OLD
1028809,510708,M0240,B004,2026-05-11 23:56:17,1581.94,INR,UPI,P2P,SUCCESS,,4.22,D0004374,22.97,41.27,NEW
1028810,502682,M0079,B009,2026-02-05 14:36:53,3084.95,INR,CARD,P2P,SUCCESS,,6.39,D0003222,11.79,30.48,OLD
1028811,512186,M0385,B009,2026-04-01 19:18:54,333.18,INR,NETBANKING,P2M,SUCCESS,,5.16,D0001411,43.45,0.0,NEW
1028812,511477,M0255,B011,2026-08-04 19:01:11,1194.12,INR,UPI,P2M,SUCCESS,,4.11,D0004035,32.54,42.06,OLD
1028813,505256,M0080,B004,2026-03-29 20:14:56,593.89,INR,NETBANKING,P2P,SUCCESS,,5.44,D0008146,13.33,36.36,NEW
1028814,510360,M0378,B018,2026-05-17 08:20:48,12548.98,INR,NETBANKING,BILLPAY,SUCCESS,,5.49,D0007008,1.2,63.99,NEW
1028815,502544,M0097,B006,2026-04-11 10:30:22,4259.94,INR,CARD,P2M,SUCCESS,,7.52,D0005253,19.69,59.74,OLD
1028816,512548,M0374,B013,2026-02-04 07:04:19,3241.63,INR,NETBANKING,P2P,SUCCESS,,6.9,D0009109,28.07,64.07,NEW
1028817,501472,M0147,B018,2026-08-27 05:04:32,11573.49,INR,UPI,P2M,SUCCESS,,6.15,D0013035,73.81,46.04,OLD
1028818,510545,M0398,B003,2026-06-18 16:07:50,343.23,INR,UPI,P2M,SUCCESS,,5.75,D0001562,50.95,46.07,NEW
1028819,509940,M0325,B019,2026-01-24 21:24:01,3397.98,INR,CARD,P2M,SUCCESS,,5.8,D0013087,14.29,0.0,OLD
1028820,508043,M0317,B001,2026-06-20 07:41:21,2467.01,INR,UPI,P2P,SUCCESS,,3.85,D0001637,63.17,42.84,OLD
1028821,502299,M0385,B015,2026-03-27 16:19:27,8864.49,INR,UPI,P2P,SUCCESS,,5.12,D0012325,18.55,13.67,NEW
1028822,507228,M0430,B019,2026-02-23 20:07:45,6367.6,INR,NETBANKING,P2P,SUCCESS,,7.21,D0000663,33.23,26.87,NEW
1028823,504208,M0178,B009,2026-07-15 23:39:30,1275.47,INR,CARD,P2P,SUCCESS,,5.55,D0006542,51.5,34.27,NEW
1028824,505341,M0305,B008,2026-03-02 15:42:56,1246.58,INR,CARD,BILLPAY,SUCCESS,,4.53,D0008447,9.88,25.7,OLD
1028825,501866,M0499,B015,2026-04-17 16:39:20,1502.94,INR,CARD,P2M,SUCCESS,,6.17,D0006194,27.29,41.11,OLD
1028826,500059,M0222,B008,2026-02-26 21:06:27,16486.37,INR,CARD,BILLPAY,SUCCESS,,5.93,D0006035,8.72,22.95,NEW
1028827,511654,M0365,B001,2026-06-04 22:51:48,5027.37,INR,UPI,P2M,FAILED,LIMIT_EXCEEDED,4.29,D0001347,17.34,22.92,NEW
1028828,506309,M0392,B013,2026-01-02 18:46:27,4677.93,INR,CARD,P2M,SUCCESS,,5.75,D0004358,30.28,57.33,OLD
1028829,509564,M0473,B006,2026-08-22 09:24:15,3055.18,INR,CARD,P2M,SUCCESS,,5.36,D0014689,28.32,26.73,OLD
1028830,506522,M0080,B005,2026-05-13 13:59:37,4271.22,INR,UPI,P2M,SUCCESS,,3.88,D0007695,30.7,33.66,OLD
1028831,507402,M0119,B015,2026-03-07 22:16:45,356.43,INR,UPI,P2M,SUCCESS,,3.29,D0010960,6.4,30.14,NEW
1028832,511947,M0473,B018,2026-03-16 00:59:00,9485.83,INR,CARD,P2M,SUCCESS,,5.53,D0006303,56.47,17.52,NEW
1028833,513680,M0330,B003,2026-04-12 17:09:29,3804.92,INR,UPI,P2P,SUCCESS,,4.33,D0008057,0.0,0.0,NEW
1028834,501676,M0483,B005,2026-02-07 15:04:44,808.17,INR,UPI,P2M,SUCCESS,,4.47,D0009682,45.66,47.12,NEW
1028835,504990,M0168,B006,2026-04-07 06:04:11,1986.96,INR,CARD,P2P,SUCCESS,,7.62,D0003859,9.8,53.9,NEW
1028836,508361,M0321,B012,2026-06-11 11:16:43,532.75,INR,CARD,P2P,SUCCESS,,3.92,D0010830,26.55,22.52,NEW
1028837,513949,M0296,B020,2026-01-15 10:59:35,13269.81,INR,UPI,P2P,SUCCESS,,5.82,D0010768,24.76,50.82,NEW
1028838,504602,M0042,B019,2026-03-20 13:26:07,2693.71,INR,WALLET,P2M,SUCCESS,,6.95,D0008650,20.59,43.18,OLD
1028839,506120,M0374,B007,2026-03-02 06:48:17,13896.96,INR,WALLET,BILLPAY,SUCCESS,,6.89,D0009546,22.02,20.97,NEW
1028840,513913,M0386,B006,2026-08-25 22:22:55,2481.85,INR,CARD,BILLPAY,SUCCESS,,5.73,D0014302,32.14,48.72,NEW
1028841,504210,M0048,B019,2026-06-08 16:14:20,1241.65,INR,UPI,P2M,SUCCESS,,3.89,D0010915,64.73,13.84,OLD
1028842,503816,M0131,B020,2026-08-15 06:00:40,6118.0,INR,UPI,P2P,SUCCESS,,3.92,D0014827,16.23,32.11,OLD
1028843,508526,M0423,B015,2026-06-12 22:17:38,618.42,INR,UPI,P2P,SUCCESS,,5.34,D0006870,36.83,8.89,NEW
1028844,502820,M0239,B003,2026-04-07 06:40:29,781.14,INR,NETBANKING,P2M,FAILED,NETWORK_ERROR,4.63,D0005822,14.6,35.93,NEW
1028845,511983,M0092,B005,2026-03-19 22:57:15,4973.94,INR,CARD,P2M,SUCCESS,,6.31,D0008388,0.0,34.51,NEW
1028846,514608,M0072,B013,2026-02-21 21:19:31,122.68,INR,UPI,BILLPAY,SUCCESS,,5.02,D0005987,45.07,36.86,NEW
1028847,507482,M0414,B008,2026-04-28 08:40:29,2598.44,INR,NETBANKING,P2M,SUCCESS,,7.36,D0007066,35.54,27.6,OLD
1028848,505842,M0426,B005,2026-08-08 23:55:29,918.81,INR,CARD,P2M,SUCCESS,,3.33,D0006498,72.16,33.95,NEW
1028849,514990,M0086,B018,2026-02-20 06:17:39,1271.25,INR,UPI,P2M,FAILED,LIMIT_EXCEEDED,5.68,D0004818,50.43,35.03,OLD
1028850,501596,M0253,B008,2026-02-28 13:05:06,579.4,INR,CARD,P2M,SUCCESS,,5.86,D0005366,27.13,36.04,OLD
1028851,509966,M0491,B011,2026-01-12 05:24:37,7316.46,INR,NETBANKING,P2M,SUCCESS,,6.23,D0000728,4.34,33.19,OLD
1028852,507522,M0092,B005,2026-01-30 03:40:12,2991.78,INR,UPI,P2M,SUCCESS,,6.81,D0006919,59.18,17.76,OLD
1028853,509526,M0448,B009,2026-07-04 19:06:21,2405.51,INR,NETBANKING,BILLPAY,SUCCESS,,7.87,D0006056,31.44,32.36,NEW
1028854,504504,M0168,B020,2026-05-04 10:48:44,6388.05,INR,CARD,BILLPAY,SUCCESS,,5.38,D0013891,64.4,37.45,OLD
1028855,509027,M0175,B013,2026-01-27 21:56:08,6066.91,INR,UPI,P2P,FAILED,LIMIT_EXCEEDED,4.46,D0007820,39.72,30.25,OLD
1028856,505022,M0427,B001,2026-04-20 04:56:18,119.43,INR,NETBANKING,P2P,SUCCESS,,4.28,D0006714,34.7,28.12,OLD
1028857,511155,M0272,B011,2026-08-18 12:41:45,4797.2,INR,NETBANKING,P2M,SUCCESS,,7.74,D0002842,0.9,49.58,NEW
1028858,510514,M0324,B001,2026-01-06 20:11:52,630.31,INR,UPI,P2P,SUCCESS,,5.4,D0010369,20.23,59.87,OLD
1028859,503939,M0022,B011,2026-06-16 06:11:17,9673.51,INR,CARD,P2M,SUCCESS,,6.27,D0014390,34.15,27.85,OLD
1028860,506350,M0240,B014,2026-02-07 19:40:07,1329.65,INR,CARD,P2M,SUCCESS,,4.42,D0001464,18.63,53.74,OLD
1028861,505188,M0039,B013,2026-07-04 10:51:24,537.01,INR,NETBANKING,P2P,SUCCESS,,14.18,D0000880,38.81,40.13,OLD
1028862,504244,M0475,B015,2026-04-11 11:51:57,3049.09,INR,CARD,P2M,FAILED,NETWORK_ERROR,6.23,D0005868,58.49,44.06,NEW
1028863,514529,M0128,B020,2026-01-09 17:59:18,684.31,INR,UPI,P2M,SUCCESS,,4.45,D0014009,37.39,33.8,OLD
1028864,505139,M0486,B005,2026-08-23 18:03:19,7112.53,INR,NETBANKING,P2P,FAILED,AUTHENTICATION_FAILED,8.11,D0013216,0.0,64.86,OLD
1028865,514058,M0164,B019,2026-07-12 20:15:04,1339.85,INR,NETBANKING,P2M,SUCCESS,,4.61,D0014307,17.41,37.4,OLD
1028866,505424,M0339,B017,2026-02-15 05:27:47,3984.33,INR,CARD,P2M,SUCCESS,,5.66,D0013808,48.91,31.27,OLD
1028867,509518,M0037,B004,2026-07-27 14:04:25,4015.04,INR,CARD,P2P,SUCCESS,,5.54,D0000738,15.95,27.48,OLD
1028868,508744,M0085,B005,2026-01-24 22:49:55,791.71,INR,UPI,P2P,SUCCESS,,5.77,D0011300,28.59,0.0,NEW
1028869,507250,M0331,B010,2026-05-05 16:43:56,5316.28,INR,UPI,P2M,SUCCESS,,4.92,D0014517,67.11,50.33,NEW
1028870,506732,M0392,B004,2026-03-10 17:03:18,8767.32,INR,UPI,P2M,SUCCESS,,4.74,D0004059,33.61,42.22,OLD
1028871,508208,M0376,B019,2026-07-09 21:49:33,11410.78,INR,CARD,P2M,SUCCESS,,6.64,D0004821,36.81,43.32,NEW
1028872,512917,M0031,B017,2026-06-11 16:09:22,3884.0,INR,NETBANKING,P2M,SUCCESS,,5.78,D0011699,13.57,49.92,OLD
1028873,500340,M0269,B014,2026-03-22 03:21:32,5055.4,INR,CARD,BILLPAY,SUCCESS,,5.7,D0014282,19.28,33.48,OLD
1028874,508909,M0354,B009,2026-04-02 01:07:55,2558.55,INR,CARD,P2P,SUCCESS,,6.45,D0007531,11.4,48.86,NEW
1028875,512822,M0129,B006,2026-06-26 06:23:48,2948.61,INR,UPI,P2P,FAILED,NETWORK_ERROR,4.28,D0013240,25.57,43.52,NEW
1028876,504968,M0497,B018,2026-06-22 18:44:20,2916.1,INR,CARD,P2M,SUCCESS,,6.22,D0007866,50.5,25.96,NEW
1028877,514813,M0347,B014,2026-06-16 14:41:09,3530.95,INR,UPI,P2P,SUCCESS,,5.6,D0011853,23.9,45.39,NEW
1028878,504916,M0263,B003,2026-03-14 23:14:13,1819.02,INR,UPI,P2M,SUCCESS,,3.67,D0005513,16.82,24.81,NEW
1028879,502642,M0032,B005,2026-02-28 12:04:36,2431.31,INR,CARD,P2P,SUCCESS,,6.41,D0012051,69.9,21.29,OLD
1028880,512995,M0124,B014,2026-02-15 20:49:42,14210.57,INR,CARD,P2P,SUCCESS,,5.7,D0006768,26.82,36.44,NEW
1028881,504538,M0327,B014,2026-04-12 02:22:51,2606.76,INR,CARD,P2M,FAILED,AUTHENTICATION_FAILED,4.88,D0012625,43.35,12.51,OLD
1028882,511438,M0423,B002,2026-07-31 12:28:50,1425.81,INR,NETBANKING,P2M,SUCCESS,,6.65,D0002010,54.76,36.38,NEW
1028883,508525,M0363,B009,2026-01-10 17:54:51,2615.62,INR,UPI,P2P,SUCCESS,,3.57,D0009766,51.21,20.45,NEW
1028884,511370,M0476,B009,2026-04-09 12:10:41,55956.4,INR,UPI,BILLPAY,SUCCESS,,4.38,D0000163,4.42,35.09,OLD
1028885,504529,M0272,B020,2026-06-25 15:02:11,1977.89,INR,NETBANKING,P2M,SUCCESS,,7.26,D0005567,47.49,44.84,OLD
1028886,510529,M0029,B004,2026-06-19 03:49:20,5154.21,INR,CARD,P2M,SUCCESS,,7.57,D0010720,11.06,54.28,NEW
1028887,500418,M0143,B011,2026-03-12 11:53:46,218.08,INR,NETBANKING,P2P,SUCCESS,,5.95,D0004282,18.56,37.99,OLD
1028888,503178,M0208,B008,2026-05-12 23:13:28,2754.72,INR,UPI,BILLPAY,SUCCESS,,6.36,D0000619,53.2,48.63,OLD
1028889,505679,M0060,B015,2026-05-09 00:06:37,6384.44,INR,UPI,P2P,FAILED,NETWORK_ERROR,5.16,D0008658,40.79,13.42,OLD
1028890,503236,M0425,B001,2026-07-03 13:11:26,3510.17,INR,NETBANKING,P2M,SUCCESS,,6.81,D0002892,1.75,43.79,NEW
1028891,509829,M0284,B007,2026-05-01 07:09:22,3590.1,INR,NETBANKING,P2M,SUCCESS,,16.08,D0007028,43.04,54.15,OLD
1028892,508142,M0461,B013,2026-08-18 07:12:51,4452.14,INR,UPI,P2P,PENDING,,3.94,D0014626,16.48,32.39,OLD
1028893,514355,M0022,B015,2026-08-10 23:15:14,6266.88,INR,UPI,P2M,SUCCESS,,2.32,D0007367,48.73,21.96,OLD
1028894,504904,M0493,B017,2026-04-14 23:51:55,1220.46,INR,CARD,P2M,SUCCESS,,3.92,D0004293,35.62,41.26,OLD
1028895,511904,M0416,B013,2026-04-18 19:27:32,3740.81,INR,UPI,P2M,SUCCESS,,4.88,D0004835,32.01,25.94,OLD
1028896,508566,M0443,B013,2026-08-27 07:03:52,1890.84,INR,NETBANKING,P2M,SUCCESS,,7.22,D0003867,17.28,16.45,OLD
1028897,502698,M0472,B002,2026-01-31 03:12:17,785.27,INR,CARD,P2M,SUCCESS,,6.52,D0000872,22.2,49.79,OLD
1028898,502832,M0286,B013,2026-02-12 07:34:10,7643.04,INR,CARD,BILLPAY,SUCCESS,,5.05,D0005647,79.28,55.39,OLD
1028899,504732,M0055,B007,2026-01-20 20:29:00,24123.9,INR,UPI,P2M,SUCCESS,,5.02,D0012674,36.65,11.42,NEW
1028900,505284,M0411,B002,2026-07-26 13:03:16,3217.35,INR,UPI,P2M,FAILED,AUTHENTICATION_FAILED,4.18,D0001475,11.05,31.02,NEW
1028901,506607,M0353,B018,2026-08-24 11:44:59,8565.25,INR,CARD,BILLPAY,SUCCESS,,4.32,D0006941,47.78,79.78,OLD
1028902,506643,M0196,B011,2026-08-23 14:27:51,2126.15,INR,NETBANKING,P2M,SUCCESS,,7.58,D0011389,65.87,51.68,OLD
1028903,512084,M0261,B008,2026-07-15 00:35:38,3154.32,INR,UPI,BILLPAY,SUCCESS,,4.2,D0008090,43.15,23.94,OLD
1028904,509405,M0198,B019,2026-06-15 13:31:27,8848.24,INR,WALLET,BILLPAY,SUCCESS,,5.77,D0014189,32.69,55.13,OLD
1028905,503967,M0139,B010,2026-04-26 19:40:48,2615.34,INR,CARD,P2P,FAILED,INSUFFICIENT_FUNDS,4.8,D0007320,40.9,50.03,NEW
1028906,509017,M0131,B018,2026-04-02 12:37:23,7727.05,INR,UPI,BILLPAY,SUCCESS,,3.92,D0000154,9.26,27.91,OLD
1028907,509146,M0367,B015,2026-04-03 09:21:18,3453.57,INR,NETBANKING,P2M,SUCCESS,,4.41,D0004694,52.75,11.7,OLD
1028908,506721,M0155,B007,2026-07-20 07:18:52,2803.69,INR,UPI,P2M,SUCCESS,,4.06,D0010950,40.53,68.05,NEW
1028909,505612,M0245,B013,2026-03-12 03:51:24,3912.54,INR,CARD,P2P,SUCCESS,,5.59,D0006731,0.44,41.31,NEW
1028910,513998,M0296,B008,2026-05-30 08:08:07,4370.32,INR,UPI,P2M,SUCCESS,,2.42,D0010096,35.5,12.73,NEW
1028911,504581,M0147,B014,2026-07-23 05:23:36,5044.95,INR,UPI,P2P,SUCCESS,,5.54,D0012266,32.86,55.28,NEW
1028912,510557,M0456,B014,2026-01-01 06:43:23,20035.34,INR,UPI,P2P,SUCCESS,,4.41,D0002018,26.57,15.06,OLD
1028913,504474,M0079,B017,2026-08-07 12:15:22,705.59,INR,CARD,P2P,SUCCESS,,5.05,D0013690,10.62,25.1,NEW
1028914,514755,M0004,B005,2026-07-23 21:58:19,18833.09,INR,CARD,P2M,SUCCESS,,5.48,D0012453,46.86,23.81,OLD
1028915,501433,M0385,B002,2026-06-21 13:12:36,905.52,INR,CARD,P2P,SUCCESS,,4.68,D0013597,1.02,36.68,NEW
1028916,505588,M0084,B016,2026-08-21 20:48:36,4148.99,INR,CARD,P2P,SUCCESS,,8.87,D0014484,24.19,61.19,OLD
1028917,504579,M0176,B019,2026-02-27 09:29:32,1515.15,INR,UPI,P2M,SUCCESS,,4.89,D0011668,59.89,39.23,OLD
1028918,509382,M0071,B019,2026-04-25 23:40:14,553.88,INR,WALLET,BILLPAY,SUCCESS,,5.83,D0011769,63.43,23.44,NEW
1028919,504759,M0441,B002,2026-04-23 20:54:12,449.52,INR,CARD,P2M,SUCCESS,,6.17,D0012226,48.84,35.22,NEW
1028920,507888,M0406,B016,2026-06-29 14:25:20,4082.98,INR,NETBANKING,P2P,SUCCESS,,5.79,D0003238,23.78,32.33,OLD
1028921,505093,M0316,B014,2026-05-11 22:22:42,2383.22,INR,CARD,P2M,SUCCESS,,5.39,D0005317,60.58,55.65,NEW
1028922,513296,M0435,B018,2026-02-23 23:16:56,1996.17,INR,UPI,P2M,SUCCESS,,4.34,D0009772,13.97,46.61,NEW
1028923,501499,M0187,B014,2026-03-28 07:14:20,1100.56,INR,CARD,BILLPAY,SUCCESS,,6.18,D0005515,22.48,48.71,NEW
1028924,508399,M0439,B002,2026-02-25 23:21:10,5937.43,INR,CARD,P2M,SUCCESS,,3.86,D0013537,30.28,27.5,NEW
1028925,507986,M0105,B010,2026-01-20 06:13:50,844.39,INR,UPI,P2P,SUCCESS,,4.97,D0005908,41.69,51.79,NEW
1028926,513218,M0152,B007,2026-08-13 19:36:18,1253.03,INR,UPI,P2M,SUCCESS,,5.14,D0012753,81.14,42.72,NEW
1028927,512683,M0035,B011,2026-07-14 23:27:20,288.11,INR,CARD,P2M,SUCCESS,,7.04,D0014568,65.18,50.39,OLD
1028928,514736,M0054,B015,2026-01-17 06:07:25,1967.48,INR,WALLET,P2P,SUCCESS,,6.13,D0008294,37.56,71.33,OLD
1028929,509644,M0181,B018,2026-01-06 23:38:59,7010.39,INR,NETBANKING,P2M,SUCCESS,,7.18,D0000391,33.81,28.97,OLD
1028930,509835,M0200,B009,2026-07-06 00:54:49,1947.65,INR,UPI,BILLPAY,SUCCESS,,5.77,D0011392,26.14,98.23,NEW
1028931,513889,M0080,B009,2026-07-21 01:46:26,2477.21,INR,WALLET,P2M,SUCCESS,,5.46,D0010588,36.25,25.06,OLD
1028932,505679,M0055,B015,2026-06-18 07:21:24,879.03,INR,UPI,P2M,SUCCESS,,2.57,D0000495,47.25,26.57,OLD
1028933,503222,M0371,B007,2026-01-26 12:02:56,6644.14,INR,CARD,BILLPAY,SUCCESS,,5.36,D0008514,38.09,29.53,NEW
1028934,509579,M0269,B005,2026-01-07 15:42:41,584.56,INR,CARD,P2P,SUCCESS,,6.9,D0003880,22.81,62.02,NEW
1028935,512108,M0151,B001,2026-03-09 01:49:48,2584.38,INR,UPI,P2P,SUCCESS,,5.2,D0005209,29.82,45.11,OLD
1028936,503057,M0376,B010,2026-05-02 01:57:46,4835.04,INR,UPI,BILLPAY,SUCCESS,,4.46,D0011945,30.13,30.72,OLD
1028937,500785,M0041,B018,2026-08-27 09:52:24,5629.21,INR,UPI,P2M,SUCCESS,,4.64,D0014357,17.82,30.37,OLD
1028938,501840,M0327,B009,2026-03-10 01:22:05,1798.73,INR,NETBANKING,BILLPAY,SUCCESS,,5.85,D0008017,18.78,30.23,OLD
1028939,514848,M0386,B012,2026-06-22 10:03:53,507.42,INR,UPI,P2M,SUCCESS,,4.49,D0000803,24.28,29.82,OLD
1028940,501760,M0397,B015,2026-04-14 06:08:19,17464.47,INR,UPI,P2M,SUCCESS,,4.29,D0013475,2.41,7.02,NEW
