experiment_id,customer_id,experiment_group,assignment_date,eligible_flag
PAY_CONFIRM_V2,100224,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,106755,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,109073,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,109380,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,100370,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,102521,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,107371,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,107737,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,107022,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,108311,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100163,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,103446,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,105741,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,109806,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,100433,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,105026,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,108350,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,109439,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,103924,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,109321,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,104948,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,104940,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,100497,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,109507,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,107759,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,104527,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,102998,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,102272,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,108069,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,107063,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,107446,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,106878,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,105984,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,100336,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,109475,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,108459,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,108173,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,106368,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,101747,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,100815,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,109828,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,100951,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,104230,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,105609,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,109702,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,102804,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,102294,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,100372,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,102739,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,107132,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,104330,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,107974,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,102720,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,103910,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,104291,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,109186,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104675,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,105036,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,104431,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,107625,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,106106,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,106147,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,102051,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,104428,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,105188,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,107632,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,109932,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,109619,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,108894,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,107484,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,104102,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,103527,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,109352,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,108242,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,100173,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,101231,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,104886,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,107208,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,109491,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104766,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,108811,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,103738,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,107972,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,101667,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,103211,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,100611,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,109317,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,101293,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,108412,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,102021,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,100671,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,104699,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,106405,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,106805,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,107219,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,103964,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100931,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,100299,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,100191,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,108940,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,109731,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,105267,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,108351,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,108537,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,101245,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,106454,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,100101,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,101899,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,108925,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,105047,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,109311,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,100072,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,102780,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104798,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100512,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,104397,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,106470,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,100738,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,105552,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,107292,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,106573,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,103969,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,101697,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,107383,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,100200,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,105905,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,106390,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,106353,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,108440,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,106163,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,101983,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,106333,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,102270,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,108112,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,108444,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,107091,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,103451,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,104066,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,107904,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,101997,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,102923,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,100359,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,100683,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,107263,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,107977,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,103408,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,103250,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,108997,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,102517,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,105522,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,102381,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,102337,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,106265,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,103095,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,100929,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,109151,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,100239,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,102969,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,106579,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,107706,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,104149,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,108911,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,109295,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,100388,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,106723,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,100015,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103868,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,101928,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,109015,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,105005,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,104592,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,102610,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,109097,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,107157,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,109897,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,106435,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,106555,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,105418,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,109534,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,101045,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,100549,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,102819,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,100555,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,108794,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,101167,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,109355,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,103650,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,107911,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,106384,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,104236,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,107943,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,108549,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,103901,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,109542,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,104199,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,106280,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,106983,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,100470,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,106281,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,101176,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,104300,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,103791,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,108915,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,104375,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,105316,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,106598,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,106347,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,105145,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,103990,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104131,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,106221,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,106564,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,101424,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,106889,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,101981,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,102389,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,102115,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,102095,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,104990,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,109181,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,105682,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,104070,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,106539,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,109388,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,104819,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,109998,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,103845,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,104336,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,107284,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,108274,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,107627,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,108000,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,109591,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,105740,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,107565,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,100599,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,104405,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,102933,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,103208,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,101695,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,104670,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,109864,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,106745,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,102376,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,106626,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,100853,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,100070,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,104996,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,101950,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,101902,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,104402,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,104071,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,104830,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,109023,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,102519,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,109103,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,100840,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,106500,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,100528,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,102372,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,109185,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,109741,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,107925,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,106964,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,102433,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,103978,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,106052,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,104401,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,102703,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,108638,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,102261,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,109661,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,108989,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,102960,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,109899,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,103113,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,103473,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,108572,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,108484,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,105699,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,107148,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,101672,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,108142,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,103818,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103591,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,102080,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,101567,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,104452,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,104958,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,108424,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,106801,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,102385,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,103554,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,109419,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,101339,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,103775,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,105614,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,105213,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,103167,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,102476,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,105309,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,107027,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,109432,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,100587,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,100053,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,103658,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,102695,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,108883,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,108396,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,108941,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,108426,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,107704,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,106363,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,107838,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,101710,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,101004,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,107624,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,101247,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,107641,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,106133,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,105887,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100106,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,107933,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,109354,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,100725,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,106822,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,106123,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,101311,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,109273,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,109941,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,102938,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,100960,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,107619,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,103262,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,105752,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,108927,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,107654,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100282,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,103741,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,103236,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100928,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,103898,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,100234,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,106600,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,109400,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,109231,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,105045,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,102961,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,109747,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,104526,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,102635,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,100387,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,109284,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,106899,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,106145,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,104165,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,104101,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,105181,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,109565,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,108099,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,100552,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,107962,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,101676,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,101836,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,109605,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,105168,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,109677,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,106763,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,108263,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,105149,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,107326,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,107094,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,109447,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,103562,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,105851,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,102868,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,100328,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,106581,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,102145,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,106835,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,104587,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,102257,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,107740,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,107008,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,109868,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,106017,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,109402,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,107332,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,107378,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,104694,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,103744,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,100215,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,102340,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,107909,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,108436,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,100922,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,105380,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,108057,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,104095,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,105759,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,102424,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,105367,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,105223,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,103994,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,100542,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,106694,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,102922,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,109989,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,107853,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,108149,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,106950,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100064,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,102617,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,102237,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,100793,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,104848,TREATMENT,2026-03-26,Y
